Date,EUSTN_VV,FINCH_VV,MORLY_VV,RISEH_VV,RDMER_VV,ELMST_VV,EUSTN_NDVI,FINCH_NDVI,MORLY_NDVI,RISEH_NDVI,RDMER_NDVI,ELMST_NDVI,EUSTN_VWC,EUSTN_P,EUSTN_PE,FINCH_VWC,FINCH_P,FINCH_PE,MORLY_VWC,MORLY_P,MORLY_PE,RDMER_VWC,RDMER_P,RDMER_PE,RISEH_VWC,RISEH_P,RISEH_PE,ELMST_VWC,ELMST_P,ELMST_PE
28/08/2020,0.058529925,0.123508349,0.146115035,0.040698528,0.132828832,0.149533391,0.037199653,0.025612829,0.148077795,0.041821069,0.094969332,0.094969332,16.3,3.6,1.4,25.8,7.9,1.4,21.5,1,1.9,,,3,29.3,15.5,1,37.1,4.2,1.6
31/08/2020,0.059832849,0.054335184,0.096197203,0.033877857,0.106295533,0.047593452,0.037199653,0.025612829,0.148077795,0.041821069,0.094969332,0.094969332,14.2,0,1.8,26.4,0.5,2.4,21.6,0.2,1.8,,,3,30.3,0,2.5,34.8,0,2.1
03/09/2020,0.048113633,0.222486958,0.113823317,0.043401249,0.102069333,0.152488574,0.072713501,0.056473515,0.11761683,0.683110853,0.201973459,0.201973459,16.4,4.5,1.5,26.8,6.4,1.3,23.4,4.5,1.3,,,3,33.2,1.6,2.3,36.3,1.3,1.4
06/09/2020,0.032584202,0.064005643,0.120265238,0.04644578,0.117660984,0.045148902,0.780583657,0.055968422,0.592243415,0.241569928,0.729665078,0.729665078,13.4,0,2.6,25.2,1.2,2.3,19.9,0,1.9,,,3,30.2,1.6,2.1,32.2,0,2.6
09/09/2020,0.042171728,0.068791993,0.140252367,0.038799517,0.098501436,0.072145537,0.780583657,0.055968422,0.592243415,0.241569928,0.729665078,0.729665078,11.6,0,2.7,23.7,0.4,2.8,19.2,0,2.2,,,3,28.7,0,3.4,30.6,0,3
12/09/2020,0.047877833,0.068741411,0.100636937,0.049918599,0.097904205,0.046125852,1.300206613,0.755016234,1.415086211,0.401709402,1.439256616,1.439256616,9.8,0,2.9,21.7,0,2.9,16.1,0,2.6,,,3,25.2,0,3.3,27.4,0,3.1
15/09/2020,0.046223328,0.076232299,0.174607426,0.045774221,0.131149024,0.09371271,1.300206613,0.755016234,1.415086211,0.401709402,1.439256616,1.439256616,7.7,0,3.2,19.3,0,3,13.1,0,3,,,3,23.2,0,3,24.1,0,3.3
18/09/2020,0.029019598,0.079034954,0.083884887,0.040722519,0.077422678,0.048953846,1.537755769,0.671256761,1.620921128,0.720594863,1.672214636,1.672214636,6.7,0,2.9,18.9,0.2,2.8,12.6,0,2.7,,,3,21.6,0,2.5,24.3,0,3
21/09/2020,0.048356857,0.079533532,0.112920776,0.044581097,0.129705012,0.105317436,0.084034414,0.109859525,0.055809826,0.029066518,0.008595582,0.008595582,5.5,0,2.2,18.8,0.2,2.4,12.2,0,2,,,3,20.9,0,2.4,22.2,0,2.2
24/09/2020,0.047946058,0.104502454,0.078079328,0.051264476,0.097679943,0.088157341,0.084034414,0.109859525,0.055809826,0.029066518,0.008595582,0.008595582,11.5,3.3,1.9,25.6,2.3,1.6,21.2,5.3,1.9,,,3,22.3,2.4,1.8,29.4,4.9,1.9
27/09/2020,0.044896796,0.271826148,0.182781562,0.044012196,0.087451689,0.119436838,0.755495175,0.032330311,0.468024171,0.884140551,0.349925219,0.349925219,16.8,0,0.9,28.2,1.6,0.9,26.8,0,0.6,,,3,25.1,0,1.8,36.7,0,0.9
30/09/2020,0.049894307,0.156158313,0.12739262,0.081985697,0.087297365,0.092664436,0.755495175,0.032330311,0.468024171,0.884140551,0.349925219,0.349925219,17.7,3.5,1.5,26.2,7.1,1.3,25.6,3,1.4,,,3,22.2,5.7,0.9,35.5,11,1.5
03/10/2020,0.059093822,0.192353845,0.155658066,0.061776429,0.107716262,0.134568617,-0.00324821,-0.014467968,0.030767451,0.02027575,-0.017464974,-0.017464974,18.4,6.7,0.4,27.3,4.5,0.5,26.3,3.5,0.4,,,3,28.1,11.9,0.3,40.7,4.6,0.6
06/10/2020,0.077000707,0.122197911,0.107254133,0.054426197,0.116342172,0.090885624,-0.012314827,0.025923568,-0.015446523,0.019986676,0.073726376,0.073726376,20.2,11.2,1.3,26.2,5,1.2,26.9,7.4,1,,,3,31.5,1.3,1.2,41.4,7.7,1.5
09/10/2020,0.050692413,0.198809505,0.199538961,0.033863775,0.120051041,0.151973903,-0.012314827,0.025923568,-0.015446523,0.019986676,0.073726376,0.073726376,19.2,1.4,1.3,27.3,1.7,1.1,27,3,1.2,,,3,32.5,0.1,0.9,40.3,0,1.2
12/10/2020,0.052578334,0.103145786,0.074242398,0.045545805,0.124975748,0.095203251,-0.023384977,0.114504576,0.238701964,0.003133159,0.548262592,0.548262592,18.7,1.7,0.9,26.3,0.6,0.9,27.3,1.6,0.9,,,3,32.9,1.6,0.8,41.2,4.6,1
15/10/2020,0.050098129,0.189302921,0.20505105,0.034939654,0.135737583,0.175859272,-0.023384977,0.114504576,0.238701964,0.003133159,0.548262592,0.548262592,19.4,1.6,1.2,26.6,1,1.3,27.2,1.8,1.1,,,3,34.4,0.3,1.1,43.8,1.2,1
18/10/2020,0.037836984,0.141152114,0.083288081,0.040948018,0.110587537,0.09993957,0.918153246,0.746863211,0.083020059,0.026488002,-0.028350981,-0.028350981,17.2,0.2,0.7,25.5,0,0.7,26.5,0.6,0.8,,,3,31.5,0,0.5,40.7,0,0.7
21/10/2020,0.064235367,0.227992177,0.217823178,0.035446897,0.128426075,0.161158442,0.058740089,0.036361181,0.048530547,0.043599258,0.017691385,0.017691385,19.6,13.1,0.3,27.8,14.2,0.3,27.9,12.9,0.2,,,3,32.6,3.5,0.4,43.7,11.3,0.3
24/10/2020,0.028405834,0.101346299,0.091454431,0.033497758,0.094577052,0.136582926,0.058740089,0.036361181,0.048530547,0.043599258,0.017691385,0.017691385,19.8,17.2,0.8,26.6,17.4,0.8,28,15.5,0.5,,,3,32.7,5,0.7,42.2,11,0.8
27/10/2020,0.048650697,0.196446702,0.187519938,0.031751625,0.182649761,0.199957728,0.575218173,0.613888126,0.264596856,0.771414218,0.208415122,0.208415122,19.7,2.4,0.4,27.1,1.7,0.4,26.8,2.6,0.3,,,3,32.1,3.1,0.4,43,2.3,0.3
30/10/2020,0.048235171,0.170493096,0.102740474,0.047801122,0.151835233,0.078022361,0.575218173,0.613888126,0.264596856,0.771414218,0.208415122,0.208415122,19.4,0.6,0.8,28,0.1,0.7,26.6,0.2,0.5,,,3,34,0.1,0.8,42.1,0.3,0.9
02/11/2020,0.05607323,0.182021737,0.261746287,0.034248352,0.167591929,0.180455506,1.471360998,1.173036232,0.042764277,0.913930247,0.11858722,0.11858722,19,0.9,1.9,28.3,1.8,2,27.4,0.1,1.5,,,3,34.8,2.4,1.7,44.4,0,1.9
05/11/2020,0.02491045,0.076359846,0.108846858,0.034272928,0.088786952,0.089926511,1.403623484,0.664052716,0.172536672,0.590469099,0.488643235,0.488643235,19.4,0,0.8,28.4,0,0.5,28.1,0,0.6,,,3,36,0,0.6,40.5,0,0.7
08/11/2020,0.046350908,0.176993921,0.153257683,0.045237128,0.113629714,0.149476528,1.403623484,0.664052716,0.172536672,0.590469099,0.488643235,0.488643235,18.3,0,0.5,27.8,0,0.4,27.3,0,0.6,,,3,35.3,0.3,0.4,42.5,0,0.7
11/11/2020,0.063131779,0.155661047,0.128871679,0.048838474,0.116015293,0.068843208,1.482999592,0.880905785,0.091559512,0.904686573,0.693099654,0.693099654,17.9,0.6,0.6,28.6,2.3,0.7,27.8,0.5,0.4,,,3,35.8,3.6,0.5,42.7,1.5,0.6
14/11/2020,0.055577073,0.164686278,0.274615228,0.031905323,0.199777991,0.201198891,1.482999592,0.880905785,0.091559512,0.904686573,0.693099654,0.693099654,19.7,5.7,0.4,28.9,3.8,0.5,29.7,6.4,0.3,,,3,36.1,1.5,0.5,45.6,2.2,0.5
17/11/2020,0.031509537,0.084846228,0.16282925,0.047969062,0.135772914,0.133974448,0.622759766,0.303653729,0.061518872,0.033096927,0.124880531,0.124880531,20.7,0,0.9,30.5,0,0.7,28.5,0,0.5,,,3,36.7,0,0.9,45.2,0,0.9
20/11/2020,0.036291011,0.130130082,0.180196345,0.031444933,0.078539081,0.075081781,0.428330553,0.276900171,0.373533159,0.130806498,0.223063515,0.223063515,19.8,1.5,0.7,29.8,0.6,0.4,28.7,0.3,0.4,,,3,36.9,0.8,0.4,43.5,0.3,0.6
23/11/2020,0.036097988,0.084136538,0.153594896,0.050358962,0.099172413,0.077658035,0.428330553,0.276900171,0.373533159,0.130806498,0.223063515,0.223063515,18.5,0,0.7,28.2,0,0.4,26.4,0,0.4,,,3,35.2,0,0.4,41.6,0,0.5
26/11/2020,0.032620747,0.14592959,0.206900716,0.043206338,0.086532332,0.134477407,0.304711593,0.333534444,0.110274026,0.867258705,-0.026585999,-0.026585999,18.7,0,0.4,27.6,0.2,0.5,27.5,0,0.7,,,3,34.7,0,0.2,44.2,0,0.2
29/11/2020,0.030138779,0.079191305,0.151716143,0.060395934,0.080213964,0.102174111,0.304711593,0.333534444,0.110274026,0.867258705,-0.026585999,-0.026585999,18.5,0,0.1,29.9,0.1,0.1,26.7,0.1,0.1,,,3,38.5,0,0.1,44.7,0,0.2
02/12/2020,0.029788462,0.142747343,0.255917192,0.037408777,0.112066254,0.106046349,0.134651835,0.074446897,0.040590118,0.016587678,0.051373149,0.051373149,18.3,0.2,0.3,29.8,0.7,0.2,29.8,0.6,0.2,,,3,37.3,0.1,0.2,44.2,0.3,0.3
11/12/2020,0.054133669,0.102304384,0.146594346,0.069164954,0.215335757,0.126668826,0.062995007,0.050101645,0.054222878,0.024039653,0.003122048,0.003122048,23.1,7.5,0.2,32.7,8.8,0.1,32.3,5.3,0.1,,,3,39.5,4.3,0.1,51.4,7.8,0.2
14/12/2020,0.06308265,0.144273892,0.318554133,0.045995072,0.268637925,0.183902368,0.062995007,0.050101645,0.054222878,0.024039653,0.003122048,0.003122048,21.3,2.5,0.5,32.1,3.1,0.5,30.6,3.9,0.2,,,3,37.3,1.6,0.5,47.8,7.1,0.5
17/12/2020,0.043506514,0.109924905,0.190356091,0.068918876,0.218971074,0.102097876,1.344975043,1.018031928,0.675736844,0.830595964,0.506183498,0.506183498,20.3,0,0.6,31.1,0,0.3,29.4,0,0.2,,,3,37.2,0.5,0.4,48.6,0,0.3
20/12/2020,0.033791378,0.115149148,0.335303515,0.053029414,0.3300246,0.150135905,0.008235804,0.227074827,0.545361369,0.494505495,-0.008384064,-0.008384064,18.9,0,0.4,29.2,0,0.4,28.5,0,0.3,,,3,38.4,0,0.3,48.7,0.1,0.5
23/12/2020,0.060240999,0.111142173,0.196875423,0.086002693,0.245988429,0.143025592,0.008235804,0.227074827,0.545361369,0.494505495,-0.008384064,-0.008384064,23.5,57.4,0.2,32.6,26.1,0.2,34.2,34.6,0.1,,,3,39.5,22.4,0.3,50.7,15,0.2
26/12/2020,0.050279096,0.111222766,0.346253723,0.045611884,0.170374572,0.140917182,1.384952667,0.929405611,0.723457831,0.85360257,0.628148425,0.628148425,21.8,0,0.6,33.6,0.1,0.4,32.8,0,0.3,,,3,38.7,1,0.5,48.9,0.1,0.5
29/12/2020,0.041471783,0.13743557,0.138159841,0.061271131,0.1718245,0.111252345,1.384952667,0.929405611,0.723457831,0.85360257,0.628148425,0.628148425,20.8,0,0.3,31.1,0,0.2,33.3,0.1,0.2,,,3,40.4,3.8,0.3,48.9,0,0.3
01/01/2021,0.046293087,0.112729758,0.184697866,0.035694607,0.077111468,0.094666913,0.04497888,0.155384175,0.02706173,0.035569927,0.095205334,0.095205334,19.6,1,0.2,31.2,0.8,0.2,31.3,0.5,0.2,,,3,41.7,1.1,0.4,48.2,0.1,0.2
04/01/2021,0.027642831,0.073213205,0.167455912,0.056021087,0.127607673,0.133551866,1.100273501,0.488899565,0.109319263,0.843041768,0.179568604,0.179568604,20.1,0.3,0.6,29.3,0.1,0.5,30.9,0.6,0.2,,,3,38.6,1.6,0.5,47.3,1.8,0.3
07/01/2021,0.040915787,0.168683037,0.277359664,0.041270316,0.147196293,0.123566203,1.100273501,0.488899565,0.109319263,0.843041768,0.179568604,0.179568604,22,0,0.2,31.1,0.4,0.4,32.3,0.8,0.3,,,3,39.2,0,0.3,50.8,0.2,0.3
10/01/2021,0.041461498,0.135254145,0.123770818,0.044036746,0.112028487,0.111431994,0.160121552,0.062546823,0.227231823,0.112340131,0.126883386,0.126883386,20.7,0,0.3,31.5,0,0.3,32.4,0,0.2,,,3,39.8,0,0.3,49.3,0,0.3
13/01/2021,0.044092536,0.108727112,0.168324247,0.039408259,0.098940186,0.094872318,0.160121552,0.062546823,0.227231823,0.112340131,0.126883386,0.126883386,19.7,3.7,0.3,30.3,4,0.2,28.1,1.8,0.2,,,3,35.6,6.3,0.3,45.6,4,0.3
16/01/2021,0.037765257,0.052985352,0.202595815,0.068842247,0.14043723,0.062329017,0.010723616,0.010723943,-0.024766575,0.037507947,-0.012321218,-0.012321218,22.8,11.6,0.4,32.2,8,0.3,29.3,6,0.2,,,3,39.9,7.1,0.4,45.9,9.1,0.3
19/01/2021,0.049899783,0.15117535,0.34272626,0.068684921,0.235551208,0.165317923,1.328776606,0.850411107,0.445604208,0.896853147,0.71865115,0.71865115,22.7,5.5,0.8,32.1,9.2,0.5,35,11.6,0.2,,,3,39.8,6.7,0.5,49.8,3.2,0.8
22/01/2021,0.033029307,0.119803272,0.193907812,0.059110217,0.112243384,0.077306286,1.328776606,0.850411107,0.445604208,0.896853147,0.71865115,0.71865115,18.8,0.4,0.6,30,2.6,0.5,30.2,0.3,0.5,,,3,35.9,0,0.5,45.1,2.1,0.6
25/01/2021,0.055738814,0.098202117,0.188956469,0.037566576,0.136478886,0.080116272,0.037999834,0.026639621,0.045277208,0.14692425,0.024234191,0.024234191,19.7,0,0.7,32.2,0,0.3,29.8,0,0.4,,,3,37.9,0,0.6,49.5,0,0.5
28/01/2021,0.048143201,0.115648992,0.164259419,0.062380224,0.194395989,0.122975677,0.037999834,0.026639621,0.045277208,0.14692425,0.024234191,0.024234191,22.5,19.8,0.3,29.8,18,0.3,31.3,16.4,0.2,,,3,37.5,17.2,0.2,50.6,16,0.2
31/01/2021,0.043989398,0.083106503,0.144192129,0.052082445,0.11267671,0.108986281,0.654571284,0.415264434,0.357659617,0.050016134,0.411540464,0.411540464,20.3,0.8,0.7,27.9,0.4,0.8,29.8,0.6,0.6,,,3,36.3,0,0.6,45.6,0.5,0.6
03/02/2021,0.038214214,0.108519629,0.208252519,0.059388503,0.129576042,0.07869681,1.353870859,-0.040328235,0.336334206,0.561822126,0.868051526,0.868051526,21.2,0,0.4,29.9,0,0.4,31.6,1.7,0.2,,,3,38.5,1,0.4,46.3,0,0.5
06/02/2021,0.055416785,0.120210901,0.336654723,0.0535101,0.229500741,0.131954506,1.353870859,-0.040328235,0.336334206,0.561822126,0.868051526,0.868051526,22.4,8.9,0.4,32,14.4,0.4,31.8,11.3,0.1,,,3,40.7,17.6,0.4,48.6,7.7,0.3
09/02/2021,0.044807076,0.074188881,0.124117218,0.063814104,0.093529113,0.063490912,0.131651699,0.142299101,0.087686308,0.028630801,0.618541681,0.618541681,22.3,0,0.3,30.6,0.1,0.2,32.4,0,0.2,,,3,38.2,0,0.4,67.6,0,0
12/02/2021,0.039776988,0.100549981,0.149106696,0.044332355,0.077656202,0.222866654,0.131651699,0.142299101,0.087686308,0.028630801,0.618541681,0.618541681,21.3,0,0.8,30.6,0,0.8,32.4,0,0.5,,,3,38.2,0,0.7,59.1,0,0
15/02/2021,0.030219221,0.092373848,0.145412356,0.05952777,0.119109303,0.116870984,-0.056758235,-0.009435872,0.078011794,0.067238913,0.969660948,0.969660948,20.8,4.2,0.6,32.4,4.5,0.5,34.6,3.1,0.4,,,3,38.8,1.1,0.6,52.8,3.7,0.6
18/02/2021,0.043226063,0.120912775,0.345385194,0.055166278,0.177992731,0.124469802,0.757676395,0.157657387,0.572870084,0.069559668,1.983861521,1.983861521,21.5,2.5,0.9,32,3.5,1.1,32.5,2.6,0.4,,,3,38.1,2,1.2,52.6,2,0.8
21/02/2021,0.025164468,0.092031278,0.164625496,0.059794497,0.104434453,0.092032045,0.757676395,0.157657387,0.572870084,0.069559668,1.983861521,1.983861521,20,0,0.9,29.6,0.3,0.8,28.2,0,0.8,,,3,37.1,0,0.5,45.5,0,1.1
27/02/2021,0.031828444,0.07499893,0.064138532,0.042460687,0.030334346,0.059611924,0.128881525,-0.103111466,0.206109873,0.821159515,0.12889237,0.12889237,18.5,0,1.3,26.2,0,1.1,28.2,0,1.1,,,3,37.1,0,1,44.2,0,1.4
02/03/2021,0.037864525,0.111192927,0.107495509,0.044972844,0.059136167,0.100151815,0.002189217,-0.000825764,-0.032229289,0.022261799,0.013812697,0.013812697,17.1,0,0.6,25.9,0,0.5,27.9,0,0.5,,,3,37.5,0,0.4,43.5,0,0.8
05/03/2021,0.028345767,0.095176399,0.130809188,0.050956238,0.111334063,0.083546504,1.210725152,0.486494304,0.43356214,0.920192501,0.220984711,0.220984711,20.5,0,0.9,30,0,1.1,29.7,0,0.7,,,3,35.4,0,1,44.3,0,0.9
06/03/2021,0.043264359,0.158091232,0.276527822,0.064743355,0.143354744,0.108112022,1.210725152,0.486494304,0.43356214,0.920192501,0.220984711,0.220984711,21.2,0,0.7,29.1,0,0.7,29.1,0,0.5,,,3,35.7,0,0.5,44.3,0,0.8
08/03/2021,0.043961924,0.114961393,0.210739344,0.041679233,0.13888289,0.107279181,1.210725152,0.486494304,0.43356214,0.920192501,0.220984711,0.220984711,18.9,0,0.7,27.7,0.8,0.8,28.6,0.3,0.5,,,3,36.5,1.6,0.8,45.3,0,0.9
11/03/2021,0.042700905,0.11726965,0.13370873,0.050845511,0.090851739,0.089208953,0.054040175,0.158316521,0.192075757,0.892116183,0.747489236,0.747489236,20.5,1.1,2.2,29,2.8,2.1,29.9,0.8,1.3,,,3,34.6,0.5,2,44.3,2,2.1
14/03/2021,0.041224502,0.120720729,0.261078715,0.037241504,0.118987389,0.126521066,0.054040175,0.158316521,0.192075757,0.892116183,0.747489236,0.747489236,20.2,5.9,1.5,28.9,3.3,1.5,29.3,3.8,1,,,3,34.1,0.8,1.3,44.9,3.2,1.6
17/03/2021,0.029352617,0.077927858,0.154379457,0.054337405,0.089262255,0.09160009,0.019103349,-0.007265102,0.019643419,-0.011980831,0.023108233,0.023108233,20.2,0.6,1,27.8,0.8,1.2,28.2,1,0.6,,,3,33.6,0.3,1.3,43.8,0.7,1
18/03/2021,0.050677314,0.172010511,0.266110063,0.045788825,0.168809652,0.14702715,0.019103349,-0.007265102,0.019643419,-0.011980831,0.023108233,0.023108233,21,2.4,0.6,29.4,1.9,0.6,30.1,4.5,0.4,,,3,35.2,0,1,48.5,3.6,0.7
20/03/2021,0.045545101,0.093131199,0.244982854,0.033248425,0.104376256,0.104643345,0.105204289,0.124056895,0.002071769,0.006616674,0.019898606,0.019898606,20,0,0.9,30.5,0,0.9,29.9,0,0.5,,,3,35.2,0,1.1,47.3,0,0.9
26/03/2021,0.043343849,0.112577081,0.152950779,0.033721682,0.117797457,0.147308677,0.988269742,0.581082844,0.879591069,0.513869299,0.019886708,0.019886708,18.1,1.1,1.4,27,2.8,1.3,27,0.8,0.8,,,3,31.9,0.9,1.6,44.1,1.8,1.5
29/03/2021,0.02418793,0.053574882,0.064635396,0.041782197,0.064233534,0.076888934,0.988269742,0.581082844,0.879591069,0.513869299,0.019886708,0.019886708,16.7,0,2.5,26.9,0,2.1,24.6,0,2,,,3,30.9,0,3.1,41.4,0,2.7
30/03/2021,0.031578727,0.241051063,0.085998885,0.059347961,0.051291279,0.076695777,0.094553061,0.030050799,0.009479367,-0.006032483,0.048737932,0.048737932,15.1,0,3.1,25.2,0,2.8,22.7,0,2.7,,,3,29.7,0,2.9,38.7,0,3.1
01/04/2021,0.042342063,0.05235884,0.11555624,0.037557732,0.04574376,0.107571915,0.094553061,0.030050799,0.009479367,-0.006032483,0.048737932,0.048737932,15.1,0,1.7,25.7,0,1.7,25.7,0,1.2,,,3,28.8,0,1.3,40,0,1.8
04/04/2021,0.027509162,0.046658494,0.069720469,0.045573469,0.039047692,0.073546417,1.472439218,0.068192271,1.286737138,0.056497175,1.216716106,1.216716106,13.1,0,2.7,23.2,0,2.9,23.2,0,2.3,,,3,27.9,0,3,38.6,0,2.6
07/04/2021,0.024056889,0.05059351,0.056063399,0.025798239,0.028517354,0.089932933,1.472439218,0.068192271,1.286737138,0.056497175,1.216716106,1.216716106,11.1,0,2.2,21.6,0,2.3,21.5,0,2,,,3,25,0,2.1,33.1,0,2.5
10/04/2021,0.026750345,0.050946262,0.050758373,0.04247589,0.044069581,0.056557022,1.425420726,1.090798541,1.310963096,0.895616993,1.473413305,1.473413305,10.8,0,1.5,22.5,0,1.6,22.1,0,1.5,,,3,25.3,0,1.9,32.8,0.2,1.3
11/04/2021,0.031353056,0.33706525,0.069182478,0.038480658,0.059166998,0.065546639,1.425420726,1.090798541,1.310963096,0.895616993,1.473413305,1.473413305,11.1,0.5,2,20.5,1,1.7,21.6,0.4,1.7,,,3,25.3,0.2,1.3,32,0,1.8
13/04/2021,0.017543491,0.043284513,0.045518868,0.029562775,0.028096516,0.097007215,1.425420726,1.090798541,1.310963096,0.895616993,1.473413305,1.473413305,9.8,0,2.8,20.6,0,2.6,20.4,0,2.6,,,3,24.6,0,2.6,31.6,0,2.7
16/04/2021,0.026639801,0.038727358,0.061076,0.051345944,0.0409455,0.05781839,1.334866126,0.193455405,0.161669142,0.02180419,1.308133874,1.308133874,9.5,0,2.6,19.8,0,2.3,19.6,0,2.5,,,3,23.7,0,1.4,30.8,0,2.7
19/04/2021,0.036123592,0.059816197,0.087020926,0.040820275,0.074930251,0.076938801,0.421931962,1.160551458,0.381948507,0.033565165,0.301991556,0.301991556,8.7,0,2.6,18.8,0,2.7,19.2,0,2.5,,,3,22.4,0,2.7,30.1,0,2.8
22/04/2021,0.025113193,0.049850885,0.049712166,0.047972601,0.035934273,0.069921888,0.421931962,1.160551458,0.381948507,0.033565165,0.301991556,0.301991556,7.2,0,3.2,17.7,0,3.2,17.7,0,2.9,,,3,21.3,0,3.2,28.8,0,3
23/04/2021,0.027374459,0.217218384,0.043141924,0.03960355,0.031771068,0.061936539,0.421931962,1.160551458,0.381948507,0.033565165,0.301991556,0.301991556,6.5,0,3.7,18.2,0,3.7,17.2,0,3.3,,,3,20.8,0,3.5,27.3,0,3.5
25/04/2021,0.031354088,0.052715212,0.054409541,0.048233867,0.024000468,0.069052681,0.924457185,0.619889492,0.905729556,0.851824548,0.97664402,0.97664402,6.7,0,2.2,17.9,0,2.2,16.4,0,1.8,,,3,21.9,0,2.1,27,0,2.1
28/04/2021,0.036517903,0.046299875,0.036158312,0.047537539,0.029045336,0.070235126,0.924457185,0.619889492,0.905729556,0.851824548,0.97664402,0.97664402,5.9,0,3.4,16,0,3,15.8,0,3,,,3,23.5,0,2.3,26.7,0,3
01/05/2021,0.02753268,0.042466357,0.086961463,0.040331315,0.029656354,0.084826685,0.064845999,1.242809942,0.194200222,0.825660077,0.012084764,0.012084764,5,0.6,1.6,16.4,0.1,1.9,14.6,0,2.1,,,3,21.3,0.6,1.9,26.1,1.1,1.9
04/05/2021,0.03996034,0.080443241,0.059465073,0.066024952,0.05209332,0.095556095,0.035544941,0.27050642,0.347375118,0.477395272,0.310082203,0.310082203,9.6,6.6,1.8,22.7,4.9,1.7,21.3,4.9,1.4,,,3,29.3,4.8,1.6,31.3,4.6,2
05/05/2021,0.043281753,1.38521111,0.070493281,0.058527805,0.115989938,0.074020952,0.035544941,0.27050642,0.347375118,0.477395272,0.310082203,0.310082203,11.4,0,2.4,23,1.5,2.4,21.9,1.8,2.2,,,3,28.9,1.4,2.5,32.8,0,2.5
07/05/2021,0.031229295,0.150233239,0.079293728,0.04433329,0.063530698,0.053506553,0.035544941,0.27050642,0.347375118,0.477395272,0.310082203,0.310082203,10.1,0,2.9,22,0,2.9,23.7,0.2,2.8,,,3,26.3,0,2.5,28.6,0,3.1
10/05/2021,0.036882523,0.077879593,0.051684987,0.037185535,0.066884525,0.075011179,0.236227096,0.532609857,0.025023248,0.720653789,-0.010327484,-0.010327484,15,5.6,3,23.1,4.7,3.2,23.8,5,2.9,,,3,26.9,0.9,2.8,30.3,3.8,3
13/05/2021,0.033512842,0.068543911,0.065287001,0.028145101,0.047795098,0.102619722,0.236227096,0.532609857,0.025023248,0.720653789,-0.010327484,-0.010327484,14.6,0.9,0,24,0,2.4,21.9,0,2.4,,,3,31,0,3.3,32.5,5.1,1.9
16/05/2021,0.028823121,0.045298111,0.024470007,0.025003973,0.035343777,0.093553558,1.375068208,0.09982659,1.76807052,0.17956778,0.520815868,0.520815868,13.8,0,3.1,22.4,0.8,3.1,22.9,0.1,2.2,,,3,30.7,13.1,2.4,36.3,7.3,2.7
19/05/2021,0.062589735,0.126023993,0.037301727,0.016428966,0.089405604,0.101899818,0.089623121,0.070223823,0.039974489,0.02574103,0.060579456,0.060579456,15.8,3.7,2.8,21.6,0,3.1,22.5,0,2.7,,,3,28.5,0,2.8,35.9,0.3,2.3
22/05/2021,0.043758787,0.083568409,0.018869005,0.042693622,0.061970044,0.087281466,0.089623121,0.070223823,0.039974489,0.02574103,0.060579456,0.060579456,18.5,0.2,1.1,26.6,0.7,1.5,26.4,0.3,1.2,,,3,32.7,0,1.8,40,2.8,1.2
25/05/2021,0.062831737,0.03811083,0.017737821,0.014571229,0.078051865,0.098238744,0.053066947,0.088298532,0.084381467,0.006415397,0.02549222,0.02549222,19,1,1.9,26.3,0.2,2,27.2,2.5,1.4,,,3,34.8,0.9,2.1,42,0.7,1.8
28/05/2021,0.031207597,0.103291281,0.019393258,0.010803869,0.070072539,0.077749781,0.053066947,0.088298532,0.084381467,0.006415397,0.02549222,0.02549222,15.4,0,2.5,24.7,0,2.5,25.2,0.1,2.5,,,3,32.9,0,2.3,38.4,0,3.1
29/05/2021,0.030664993,0.101591334,0.013714877,0.013159244,0.038141932,0.09372776,1.502428133,1.565643195,1.792973557,0.925461512,0.926897113,0.926897113,13.9,0,4.2,24.3,0,4.2,23.5,0,4.2,,,3,30.9,0,4.5,37.4,0,4.2
31/05/2021,0.034097377,0.032020319,0.01105378,0.012115398,0.027739951,0.073647261,1.502428133,1.565643195,1.792973557,0.925461512,0.926897113,0.926897113,11,0,4.5,21.2,0,4.5,21.8,0,4.2,,,3,28,0,4.1,34.4,0,4.5
03/06/2021,0.027309947,0.034591436,0.010271911,0.03205229,0.040926035,0.097855501,1.515747603,0.186099849,1.813026837,0.931077694,0.758098901,0.758098901,7.6,0,3.4,19.1,0,3.3,18.6,0,3.6,,,3,26.2,0.1,3.3,33.3,0,3.9
04/06/2021,0.041134655,0.025439734,0.015831964,0.012444884,0.131564975,0.099095955,1.515747603,0.186099849,1.813026837,0.931077694,0.758098901,0.758098901,9,14.2,1.8,18.9,3.8,2,19.3,9.7,2,,,3,25.5,0,2.3,35.2,18.7,1.3
06/06/2021,0.033475045,0.076014832,0.018358696,0.030266054,0.027365815,0.155390516,1.515747603,0.186099849,1.813026837,0.931077694,0.758098901,0.758098901,12.4,0,3,19.9,0,3.5,22.3,0,2.2,,,3,25.2,1.2,2.2,42.2,0.2,2.2
09/06/2021,0.022369357,0.038210809,0.014518159,0.114659443,0.021796912,0.166311085,-0.04132225,-0.065721097,0.040777702,0.051789077,0.776229039,0.776229039,7.6,0,5.5,17.8,0,5.2,18.9,0,5,,,3,24,0,5.1,36.1,0,5.3
